id	summary	reporter	owner	description	type	status	priority	milestone	component	resolution	keywords	cc
62	calendar event image upload	james_hogan	james_hogan	"uploading of images for calendar events
thumbnail generation"	enhancement	new	major	Freshers 2009	Calendar			
