id	summary	reporter	owner	description	type	status	priority	milestone	component	resolution	keywords	cc
16	Git branch autopushing to *.dev.theyorker.co.uk	james_hogan		"Would be nice, can be done using git hooks, but probably a fair bit of effort to get working.

For now we can always manually do the updates, but if we get any more developers this would become very important, so they can develop in their own branch, and can just push and test on the server.

Security considerations? can a dodgy branch compromise the server (read database password from config file)?"	functionality	new	minor		Gatekeeping			
