id,summary,reporter,owner,description,type,status,priority,milestone,component,resolution,keywords,cc
17,Filter to show only expired crosswords (inc feed),james_hogan,james_hogan,handy if you're only interested in being able to cheat,functionality,new,minor,,Crosswords,,,
