id	summary	reporter	owner	description	type	status	priority	milestone	component	resolution	keywords	cc
33	Facebook app icon doesn't match new favicon	james_hogan	webmaster	"http://apps.facebook.com/theyorker/

its still got the square icon, instead of the circular one"	defect	new	trivial		Facebook App			
