id,summary,reporter,owner,description,type,status,priority,milestone,component,resolution,keywords,cc
61,calendar subscription to calendar,james_hogan,james_hogan,"allow organisations to request that their entire calendar is automatically submitted to an open calendar (and vice versa).

basically so a subscription is created between the calendars so all events submitted without moderation automatically",enhancement,new,major,Freshers 2009,Calendar,,,
