id	summary	reporter	owner	description	type	status	priority	milestone	component	resolution	keywords	cc
14	Abstract feeds under general interface	james_hogan		"I've already got the basics in place for the crossword feeds. it also is easy to integrate into pages by using opmode=rss etc.

would allow easy export of both rss and atom feeds using a single interface."	refactor	new	minor		Feeds			
