id	summary	reporter	owner	description	type	status	priority	milestone	component	resolution	keywords	cc
35	Calendar is broken everytime database is copied	james_hogan	james_hogan	"there must be an event source, event_source.event_source_id=0 for yorkerdb, but the id always changes to 2 when the db is copied.

this is easily fixable by just changing the id of the event_source where event_source_protocol=""yorkerdb"" back to 0."	defect	accepted	minor		Calendar			webmaster
