id	summary	reporter	owner	description	type	status	priority	milestone	component	resolution	keywords	cc
12	Crossword date based navigation	james_hogan	james_hogan	"Organise crosswords by date

* show them on a calendar so can easily look back
* date based urls to remove dependence on crossword ids
* next and previous links within the crossword
* next and previous (same category) within the crossword"	enhancement	new	major		Crosswords			
