id,summary,reporter,owner,description,type,status,priority,milestone,component,resolution,keywords,cc
52,Tabs in Wikiparser,webmaster,james_hogan,"Does the wikiparser allow tabs to go into articles? Is it a case that we just need to put some JS into the article manager so that tabs actually get inserted into the textarea?

The requirement for this is so that poems can be indented so that they are not inline with the rest of the article.",enhancement,closed,minor,,Wikiparser,worksforme,,
