id	summary	reporter	owner	description	type	status	priority	milestone	component	resolution	keywords	cc
67	allow organisations to have their own what's on / private calendars pages	james_hogan	james_hogan	"the database does support this quite easily

 * adapt vip area
 * categorise open calendar list by organisation when submitting
 * new tab in directory for it
 * etc"	functionality	new	major	Freshers 2009	Calendar			
