id,summary,reporter,owner,description,type,status,priority,milestone,component,resolution,keywords,cc
47,Article Byline Changes,webmaster,webmaster,"Hi Marie,

Can I get the bylines switched on these articles (all currently under my
name):

to Sharon Ong's byline:
http://www.theyorker.co.uk/news/music/3012
http://www.theyorker.co.uk/news/music/2695

to Tom Longstaff's byline:
http://www.theyorker.co.uk/news/music/3069

More will follow when I've got someone else into the office.

Thanks,
P x",task,closed,trivial,,Gatekeeping,fixed,,music@…
